,date,open,close,high,low,sema,lema,dif,dea,macd
241,2017-01-12,3.39,3.38,3.41,3.37,3.4029852805612446,3.403813824495174,-0.0,0.0,-0.0
242,2017-01-13,3.38,3.32,3.39,3.29,3.390218314321053,3.3976053930042047,-0.01,-0.0,-0.02
243,2017-01-16,3.31,3.231,3.31,3.161,3.3657231890408914,3.3852642526953813,-0.02,-0.0,-0.04
244,2017-01-17,3.231,3.251,3.271,3.191,3.3480734676499853,3.375318752431335,-0.03,-0.01,-0.039999999999999994
245,2017-01-18,3.241,3.251,3.261,3.221,3.333139088011526,3.3661099558997374,-0.03,-0.01,-0.039999999999999994
246,2017-01-19,3.241,3.251,3.271,3.241,3.3205023052405225,3.3575832924524294,-0.04,-0.02,-0.04
247,2017-01-20,3.251,3.271,3.29,3.251,3.3128865659727498,3.3511697152007693,-0.04,-0.02,-0.04
248,2017-01-23,3.281,3.32,3.36,3.281,3.3139809404384803,3.3488608473971326,-0.03,-0.02,-0.019999999999999997
249,2017-01-24,3.33,3.36,3.37,3.31,3.3210607957556375,3.3496859698157957,-0.03,-0.03,0.0
250,2017-01-25,3.36,3.34,3.38,3.33,3.3239745194855397,3.3489684905672537,-0.02,-0.03,0.019999999999999997
251,2017-01-26,3.35,3.35,3.37,3.33,3.3279784395646876,3.3490448986736716,-0.02,-0.02,0.0
252,2017-02-03,3.35,3.33,3.36,3.31,3.3282894488624275,3.3476341654336506,-0.02,-0.02,0.0
253,2017-02-06,3.31,3.36,3.36,3.31,3.333167995191285,3.3485501531822726,-0.02,-0.02,0.0
254,2017-02-07,3.36,3.41,3.41,3.35,3.3449883036233947,3.3531019937009394,-0.01,-0.02,0.02
255,2017-02-08,3.4,3.45,3.46,3.38,3.3611439492197954,3.360279623817096,0.0,-0.02,0.04
256,2017-02-09,3.45,3.44,3.49,3.42,3.3732756493398273,3.3661848368828635,0.01,-0.01,0.04
257,2017-02-10,3.44,3.789,3.789,3.43,3.4372332417490847,3.3975044786698008,0.04,-0.0,0.08
258,2017-02-13,3.889,3.859,4.128,3.829,3.5021204353261486,3.431689332177017,0.07,0.01,0.12000000000000001
259,2017-02-14,3.819,3.899,3.929,3.769,3.5631788298913567,3.4663049372715893,0.1,0.03,0.14
260,2017-02-15,3.839,3.799,3.879,3.749,3.5994590099080708,3.490949016038783,0.11,0.05,0.12
261,2017-02-16,3.779,3.839,3.909,3.759,3.636311469922213,3.5167305704513914,0.12,0.06,0.12
262,2017-02-17,3.849,3.849,3.949,3.819,3.669032782241873,3.5413431208282007,0.13,0.07,0.12
263,2017-02-20,3.869,4.028,4.078,3.839,3.724258508050816,3.5773917785987077,0.15,0.09,0.12
264,2017-02-21,3.998,4.008,4.078,3.959,3.7679110452737676,3.6092886839319975,0.16,0.1,0.12
265,2017-02-22,3.998,4.118,4.168,3.978,3.821770884462419,3.6469710036892025,0.17,0.12,0.10000000000000003
266,2017-02-23,4.138,4.088,4.178,4.048,3.8627292099297397,3.679639818269647,0.18,0.13,0.09999999999999998
267,2017-02-24,4.068,4.028,4.078,3.988,3.8881554853251643,3.705444276204052,0.18,0.14,0.07999999999999996
268,2017-02-27,4.018,4.038,4.108,3.988,3.9112084875828312,3.7300780335474206,0.18,0.15,0.06
269,2017-02-28,4.038,4.058,4.058,4.008,3.9337917971854726,3.7543685496039076,0.18,0.15,0.06
270,2017-03-01,4.058,4.018,4.058,4.008,3.9467469053107846,3.7738968052058968,0.17,0.16,0.020000000000000018
271,2017-03-02,4.018,3.939,4.078,3.879,3.94555507372451,3.786126671496853,0.16,0.16,0.0
272,2017-03-03,3.899,3.899,3.959,3.879,3.93839275468997,3.7944876587996568,0.14,0.16,-0.03999999999999998
273,2017-03-06,3.919,4.008,4.008,3.919,3.949101561660744,3.8103033877884496,0.14,0.15,-0.019999999999999962
274,2017-03-07,4.008,3.978,4.018,3.959,3.9535474752513986,3.8227253590713715,0.13,0.15,-0.03999999999999998
275,2017-03-08,3.978,3.929,3.988,3.909,3.949770940597337,3.8305975547004043,0.12,0.14,-0.040000000000000036
276,2017-03-09,3.919,3.879,3.929,3.849,3.9388831035823624,3.83418292102087,0.1,0.13,-0.06
277,2017-03-10,3.879,3.919,3.969,3.869,3.935824164569691,3.8404656676151254,0.1,0.13,-0.06
278,2017-03-13,3.919,4.008,4.038,3.889,3.946928139251277,3.8528756181680217,0.09,0.12,-0.06
279,2017-03-14,3.988,4.008,4.068,3.988,3.9563238101356957,3.8643663131235706,0.09,0.11,-0.04000000000000001
280,2017-03-15,4.008,4.028,4.068,3.998,3.967350916268665,3.8764873269711835,0.09,0.11,-0.04000000000000001
281,2017-03-16,4.058,3.998,4.058,3.969,3.9720661599196396,3.885488265717438,0.09,0.11,-0.04000000000000001
282,2017-03-17,4.018,3.949,4.038,3.939,3.968517519932003,3.8901928386288924,0.08,0.1,-0.04000000000000001
283,2017-03-20,3.939,3.988,3.988,3.929,3.9715148245578487,3.8974378135476027,0.07,0.09,-0.03999999999999998
284,2017-03-21,3.988,3.988,3.988,3.959,3.9740510053951024,3.904146123657187,0.07,0.09,-0.03999999999999998
285,2017-03-22,3.978,4.078,4.148,3.959,3.99004315841124,3.917024188575023,0.07,0.09,-0.03999999999999998
286,2017-03-23,4.058,4.098,4.098,3.988,4.00665190327105,3.930429804239558,0.08,0.08,0.0
287,2017-03-24,4.098,4.168,4.208,4.058,4.031474687383196,3.948027596522272,0.08,0.08,0.0
288,2017-03-27,4.178,4.138,4.298,4.128,4.04786319701655,3.9620996264125936,0.09,0.08,0.01999999999999999
289,2017-03-28,4.138,4.078,4.138,4.068,4.052499628244773,3.970684839272662,0.08,0.08,0.0
290,2017-03-29,4.068,4.138,4.198,4.058,4.06565353159173,3.983078554884422,0.08,0.08,0.0
291,2017-03-30,4.098,4.108,4.238,4.098,4.07216837288531,3.9923319952649625,0.08,0.08,0.0
292,2017-03-31,4.078,4.058,4.108,4.008,4.069988623210647,3.9971962919127852,0.07,0.08,-0.01999999999999999
293,2017-04-05,4.308,4.188,4.387,4.148,4.088144219639778,4.011329899921353,0.08,0.08,0.0
294,2017-04-06,4.198,4.238,4.268,4.148,4.1111989550798125,4.028120277707274,0.08,0.08,0.0
295,2017-04-07,4.198,4.198,4.258,4.178,4.12455296199061,4.040703960841677,0.08,0.08,0.0
296,2017-04-10,4.198,4.158,4.228,4.148,4.129698660145901,4.049392556335914,0.08,0.08,0.0
297,2017-04-11,4.168,4.238,4.238,4.138,4.146360404738839,4.0633634780903405,0.08,0.08,0.0
298,2017-04-12,4.218,4.148,4.228,4.138,4.146612650163633,4.069632850084285,0.08,0.08,0.0
299,2017-04-13,4.158,4.118,4.168,4.118,4.142210703984613,4.07321560193023,0.07,0.08,-0.01999999999999999
300,2017-04-14,4.118,4.048,4.138,4.018,4.127716749525441,4.071347779564865,0.06,0.07,-0.020000000000000018
301,2017-04-17,4.078,4.018,4.088,3.988,4.11083724959845,4.067396092189372,0.04,0.07,-0.06000000000000001
302,2017-04-18,4.038,4.008,4.048,3.988,4.095016134275611,4.0629963816564985,0.03,0.06,-0.06
303,2017-04-19,3.988,3.939,4.008,3.879,4.071013652079364,4.053811464496124,0.02,0.05,-0.060000000000000005
304,2017-04-20,3.919,3.929,3.959,3.899,4.049165397913307,4.044566170829153,0.0,0.04,-0.08
305,2017-04-21,3.939,3.959,3.988,3.919,4.035293798234337,4.038227935952545,-0.0,0.03,-0.06
306,2017-04-24,3.959,3.709,3.959,3.649,3.985094752352131,4.013840681436204,-0.03,0.02,-0.1
307,2017-04-25,3.719,3.709,3.759,3.699,3.942618636605649,3.9912598902175622,-0.05,0.01,-0.12000000000000001
308,2017-04-26,3.709,3.679,3.729,3.649,3.902061923281703,3.9681295279781374,-0.07,-0.01,-0.12000000000000001
309,2017-04-27,3.669,3.729,3.729,3.54,3.8754370120075947,3.950416229608616,-0.07,-0.02,-0.1
310,2017-04-28,3.719,3.749,3.759,3.679,3.855985164006426,3.9354965088962657,-0.08,-0.03,-0.1
311,2017-05-02,3.779,3.809,3.859,3.779,3.8487566772362065,3.926126397125822,-0.08,-0.04,-0.08
312,2017-05-03,3.799,3.809,3.849,3.779,3.8426402653537135,3.9174503677087946,-0.07,-0.05,-0.04000000000000001
313,2017-05-04,3.799,3.799,3.839,3.739,3.835926378376219,3.9086762663967516,-0.07,-0.05,-0.04000000000000001
314,2017-05-05,3.799,3.669,3.799,3.649,3.81024539708757,3.8909224688853548,-0.08,-0.06,-0.04000000000000001
315,2017-05-08,3.679,3.52,3.689,3.48,3.7655922590740976,3.8634467304486493,-0.1,-0.07,-0.06
316,2017-05-09,3.52,3.57,3.58,3.5,3.7355011422934674,3.8417099356000497,-0.11,-0.07,-0.07999999999999999
317,2017-05-10,3.58,3.43,3.61,3.43,3.688500966556011,3.8112129033326623,-0.12,-0.08,-0.07999999999999999
318,2017-05-11,3.43,3.46,3.49,3.32,3.6533469717012403,3.785197132714862,-0.13,-0.09,-0.08000000000000002
319,2017-05-12,3.45,3.49,3.51,3.44,3.628216668362588,3.7633306784392464,-0.14,-0.1,-0.08000000000000002
320,2017-05-15,3.53,3.47,3.55,3.47,3.6038756424606513,3.741602480035934,-0.14,-0.11,-0.060000000000000026
321,2017-05-16,3.47,3.5,3.5,3.36,3.587894774389782,3.723706000032963,-0.14,-0.11,-0.060000000000000026
322,2017-05-17,3.49,3.51,3.52,3.45,3.5759109629452004,3.707875925956194,-0.13,-0.12,-0.020000000000000018
323,2017-05-18,3.48,3.46,3.49,3.45,3.5580785071074774,3.6895147462554636,-0.13,-0.12,-0.020000000000000018
324,2017-05-19,3.45,3.45,3.48,3.44,3.541451044475558,3.6717729131992605,-0.13,-0.12,-0.020000000000000018
325,2017-05-22,3.45,3.39,3.47,3.37,3.51815088378701,3.650900845554606,-0.13,-0.12,-0.020000000000000018
326,2017-05-23,3.39,3.3,3.39,3.29,3.4845892093582393,3.624908190328033,-0.14,-0.13,-0.020000000000000018
327,2017-05-24,3.29,3.31,3.31,3.211,3.457729330995433,3.6015816577108875,-0.14,-0.13,-0.020000000000000018
328,2017-05-25,3.29,3.37,3.39,3.261,3.4442325108422893,3.584427460843241,-0.14,-0.13,-0.020000000000000018
329,2017-05-26,3.36,3.36,3.4,3.35,3.431273663020398,3.5678032044843273,-0.14,-0.13,-0.020000000000000018
330,2017-05-31,3.41,3.36,3.42,3.36,3.4203084840941833,3.5524103745223923,-0.13,-0.13,0.0
331,2017-06-01,3.37,3.38,3.42,3.35,3.414107178848924,3.5396392356687794,-0.13,-0.13,0.0
332,2017-06-02,3.38,3.4,3.4,3.34,3.4119368436413975,3.5292955885821264,-0.12,-0.13,0.020000000000000018
333,2017-06-05,3.39,3.4,3.43,3.38,3.4101004061581057,3.5197181375759774,-0.11,-0.13,0.04000000000000001
334,2017-06-06,3.41,3.44,3.44,3.39,3.4147003436722434,3.5138130903480898,-0.1,-0.12,0.03999999999999998
335,2017-06-07,3.44,3.48,3.49,3.42,3.4247464446457445,3.5113084169889572,-0.09,-0.11,0.04000000000000001
336,2017-06-08,3.48,3.47,3.49,3.45,3.4317085300848604,3.508248534249018,-0.08,-0.11,0.06
337,2017-06-09,3.47,3.54,3.55,3.45,3.448368756225651,3.5106004946750287,-0.06,-0.1,0.08000000000000002
338,2017-06-12,3.53,3.52,3.56,3.5,3.4593889475755506,3.511296754328734,-0.05,-0.09,0.07999999999999999
339,2017-06-13,3.51,3.53,3.55,3.51,3.4702521864100815,3.512682179934019,-0.04,-0.08,0.08
340,2017-06-14,3.54,3.59,3.63,3.54,3.4886749269623767,3.518409425864856,-0.03,-0.07,0.08000000000000002
341,2017-06-15,3.6,3.6,3.62,3.57,3.5058018612758572,3.524453172097111,-0.02,-0.06,0.07999999999999999
342,2017-06-16,3.59,3.56,3.62,3.55,3.5141400364641866,3.5270862704602974,-0.01,-0.05,0.08
343,2017-06-19,3.55,3.56,3.58,3.53,3.521195415469696,3.5295243245002834,-0.01,-0.04,0.06
344,2017-06-20,3.56,3.56,3.58,3.55,3.527165351551281,3.5317817819447135,-0.0,-0.03,0.06
345,2017-06-21,3.58,3.55,3.59,3.53,3.5306783743895456,3.5331312795784418,-0.0,-0.03,0.06
346,2017-06-22,3.55,3.58,3.63,3.54,3.5382663167911543,3.536603036646714,0.0,-0.02,0.04
347,2017-06-23,3.58,3.55,3.58,3.48,3.540071498823284,3.537595404302515,0.0,-0.02,0.04
348,2017-06-26,3.55,3.71,3.78,3.54,3.566214345158164,3.550366115094949,0.02,-0.01,0.06
349,2017-06-27,3.7,3.72,3.72,3.67,3.5898736766722927,3.5629315880509034,0.03,-0.0,0.06
350,2017-06-28,3.72,3.67,3.72,3.66,3.602200803338094,3.5708625815286292,0.03,0.0,0.06
351,2017-06-29,3.68,3.75,3.76,3.68,3.6249391412860796,3.5841320199339384,0.04,0.01,0.06
352,2017-06-30,3.73,3.75,3.8,3.72,3.6441792733959137,3.596418536975888,0.05,0.02,0.060000000000000005
353,2017-07-03,3.75,3.8,3.82,3.72,3.6681516928734657,3.6114986453480666,0.06,0.03,0.06
354,2017-07-04,3.8,3.8,3.87,3.78,3.6884360478160096,3.625461708655636,0.06,0.03,0.06
355,2017-07-05,3.81,3.82,3.85,3.78,3.708676655844316,3.6398719524589405,0.07,0.04,0.06000000000000001
356,2017-07-06,3.81,3.78,3.83,3.74,3.7196494780221134,3.6502518078323645,0.07,0.05,0.04000000000000001
357,2017-07-07,3.76,3.85,3.85,3.76,3.73970340448025,3.6650479702151686,0.07,0.05,0.04000000000000001
358,2017-07-10,3.85,3.95,3.98,3.84,3.772056726867904,3.686155527977029,0.09,0.06,0.06
359,2017-07-11,3.91,3.9,3.95,3.88,3.791740307349765,3.701995859238005,0.09,0.06,0.06
360,2017-07-12,3.89,3.88,3.93,3.82,3.8053187216036473,3.7151813511463123,0.09,0.07,0.03999999999999998
361,2017-07-13,3.89,3.89,3.93,3.86,3.8183466105877013,3.7281308806910403,0.09,0.07,0.03999999999999998
362,2017-07-14,3.9,3.93,3.93,3.85,3.83552405511267,3.743084148788011,0.09,0.08,0.01999999999999999
363,2017-07-17,3.93,3.8,3.93,3.75,3.8300588158645668,3.7473001377666795,0.08,0.08,0.0
364,2017-07-18,3.75,3.83,3.83,3.75,3.8300497672700176,3.7534260534876696,0.08,0.08,0.0
365,2017-07-19,3.83,3.98,3.98,3.81,3.853119033843861,3.7702093087848887,0.08,0.08,0.0
366,2017-07-20,3.98,3.95,4.02,3.93,3.8680237978678824,3.7835271377637936,0.08,0.08,0.0
367,2017-07-21,3.93,3.97,4.0,3.92,3.883712444349747,3.7973399423738896,0.09,0.08,0.01999999999999999
368,2017-07-24,3.96,4.03,4.06,3.96,3.9062182221420936,3.814574020716573,0.09,0.08,0.01999999999999999
369,2017-07-25,4.03,3.99,4.03,3.96,3.919107726427925,3.8275685377005364,0.09,0.09,0.0
370,2017-07-26,4.02,3.98,4.05,3.94,3.9284757685159364,3.838859757130131,0.09,0.09,0.0
371,2017-07-27,3.97,3.93,4.0,3.88,3.928710265667331,3.845610886231605,0.08,0.09,-0.01999999999999999
372,2017-07-28,3.92,3.92,3.95,3.88,3.927370224795434,3.851121190955192,0.08,0.08,0.0
373,2017-07-31,3.94,4.02,4.02,3.91,3.94162095944229,3.8636307323659222,0.08,0.08,0.0
374,2017-08-01,4.02,4.02,4.04,3.98,3.9536792733742456,3.875213641079561,0.08,0.08,0.0
375,2017-08-02,4.0,3.96,4.03,3.96,3.9546516928551307,3.8814941121107065,0.07,0.08,-0.01999999999999999
376,2017-08-03,3.94,4.0,4.0,3.93,3.961628355492803,3.8902723260284344,0.07,0.08,-0.01999999999999999
377,2017-08-04,4.0,4.0,4.05,3.97,3.967531685416987,3.898400301878182,0.07,0.08,-0.01999999999999999
378,2017-08-07,3.98,3.97,4.01,3.94,3.9679114261220656,3.90370398322054,0.06,0.07,-0.020000000000000018
379,2017-08-08,3.96,3.94,3.98,3.92,3.963617360564825,3.906392577056056,0.06,0.07,-0.020000000000000018
380,2017-08-09,3.93,4.01,4.07,3.9,3.970753151247159,3.914067200977831,0.06,0.07,-0.020000000000000018
381,2017-08-10,3.98,3.93,4.01,3.9,3.964483435670673,3.9152474083128066,0.05,0.06,-0.01999999999999999
382,2017-08-11,3.9,3.78,3.9,3.76,3.9361013686444157,3.9052290817711155,0.03,0.06,-0.06
383,2017-08-14,3.78,3.83,3.85,3.77,3.9197780811606595,3.899656557195476,0.02,0.05,-0.060000000000000005
384,2017-08-15,3.84,3.8,3.85,3.78,3.90135068405902,3.89227458999581,0.01,0.04,-0.06
385,2017-08-16,3.8,3.75,3.81,3.73,3.8780659634345556,3.8817357314776,-0.0,0.03,-0.06
386,2017-08-17,3.75,3.79,3.83,3.74,3.864517353675393,3.874940492108888,-0.01,0.02,-0.06
387,2017-08-18,3.77,3.79,3.83,3.75,3.85305314541764,3.868648603804525,-0.02,0.02,-0.08
388,2017-08-21,3.79,3.85,3.86,3.78,3.8525834307380036,3.8672672257449303,-0.01,0.01,-0.04
389,2017-08-22,3.84,3.82,3.84,3.8,3.847570595239849,3.8637659497638244,-0.02,0.0,-0.04
390,2017-08-23,3.83,3.81,3.84,3.79,3.8417905036644875,3.8597832868183555,-0.02,0.0,-0.04
391,2017-08-24,3.81,3.78,3.81,3.77,3.83228427233149,3.853873413720699,-0.02,-0.0,-0.04
392,2017-08-25,3.78,3.84,3.85,3.77,3.8334713073574145,3.8528457534450924,-0.02,-0.01,-0.02
393,2017-08-28,3.84,3.86,3.91,3.83,3.8375526446870425,3.8533756976343447,-0.02,-0.01,-0.02
394,2017-08-29,3.86,3.86,3.88,3.83,3.8410060839659588,3.853866386698467,-0.01,-0.01,0.0
395,2017-08-30,3.85,3.83,3.86,3.79,3.8393128402788883,3.8520985062022843,-0.01,-0.01,0.0
396,2017-08-31,3.83,3.81,3.85,3.77,3.834803172543675,3.8489800983354487,-0.01,-0.01,0.0
397,2017-09-01,3.81,3.81,3.82,3.78,3.830987299844648,3.846092683643934,-0.02,-0.01,-0.02
398,2017-09-04,3.8,3.83,3.83,3.78,3.8308354075608566,3.8449006330036424,-0.01,-0.01,0.0
399,2017-09-05,3.83,3.8,3.83,3.79,3.8260914987053405,3.8415746601885576,-0.02,-0.01,-0.02
400,2017-09-06,3.8,3.84,3.85,3.78,3.8282312681352884,3.8414580186931087,-0.01,-0.01,0.0
401,2017-09-07,3.83,3.82,3.85,3.81,3.826964919191398,3.839868535826952,-0.01,-0.01,0.0
402,2017-09-08,3.82,3.82,3.84,3.8,3.8258933931619525,3.838396792432363,-0.01,-0.01,0.0
403,2017-09-11,3.82,3.83,3.84,3.8,3.8265251788293444,3.8377748078077434,-0.01,-0.01,0.0
404,2017-09-12,3.83,3.85,3.87,3.82,3.8301366897786764,3.8386803775997627,-0.01,-0.01,0.0
405,2017-09-13,3.85,3.86,3.87,3.83,3.8347310451973415,3.8402596088886694,-0.01,-0.01,0.0
406,2017-09-14,3.86,3.79,3.87,3.79,3.8278493459362117,3.836536674896916,-0.01,-0.01,0.0
407,2017-09-15,3.79,3.79,3.8,3.77,3.822026369638333,3.8330895137934404,-0.01,-0.01,0.0
408,2017-09-18,3.8,3.81,3.82,3.79,3.820176158924743,3.831379179438371,-0.01,-0.01,0.0
409,2017-09-19,3.82,3.77,3.82,3.76,3.812456749859398,3.8268325735540474,-0.01,-0.01,0.0
410,2017-09-20,3.77,3.78,3.79,3.75,3.8074634037271835,3.8233634940315255,-0.02,-0.01,-0.02
411,2017-09-21,3.77,3.75,3.78,3.75,3.7986228800768473,3.8179291611403015,-0.02,-0.01,-0.02
412,2017-09-22,3.75,3.71,3.75,3.68,3.7849885908342555,3.809934408463242,-0.02,-0.02,0.0
413,2017-09-25,3.7,3.66,3.7,3.65,3.7657595768597547,3.798828155984483,-0.03,-0.02,-0.019999999999999997
414,2017-09-26,3.66,3.66,3.67,3.64,3.749488872727485,3.7885445888745215,-0.04,-0.02,-0.04
415,2017-09-27,3.66,3.69,3.71,3.65,3.7403367384617185,3.7812449896986307,-0.04,-0.03,-0.020000000000000004
416,2017-09-28,3.7,3.68,3.71,3.68,3.731054163313762,3.7737453608320655,-0.04,-0.03,-0.020000000000000004
417,2017-09-29,3.7,3.68,3.72,3.68,3.7231996766501063,3.7668012600296903,-0.04,-0.03,-0.020000000000000004
418,2017-10-09,3.72,3.74,3.74,3.71,3.7257843417808596,3.764815981508973,-0.04,-0.03,-0.020000000000000004
419,2017-10-10,3.74,3.76,3.76,3.72,3.731048289199189,3.7644592421379377,-0.03,-0.03,0.0
420,2017-10-11,3.76,3.75,3.77,3.74,3.7339639370146984,3.7633881871647574,-0.03,-0.03,0.0
421,2017-10-12,3.74,3.72,3.75,3.7,3.731815639012437,3.7601742473747755,-0.03,-0.03,0.0
422,2017-10-13,3.71,3.74,3.74,3.71,3.733074771472062,3.7586798586803476,-0.03,-0.03,0.0
423,2017-10-16,3.75,3.72,3.76,3.7,3.731063268168668,3.7558146839632847,-0.02,-0.03,0.019999999999999997
424,2017-10-17,3.72,3.73,3.74,3.7,3.7308996884504118,3.753902485151189,-0.02,-0.03,0.019999999999999997
425,2017-10-18,3.73,3.7,3.74,3.7,3.7261458902272717,3.7499097084733237,-0.02,-0.03,0.019999999999999997
426,2017-10-19,3.7,3.68,3.72,3.66,3.7190465224999993,3.744731211549374,-0.03,-0.03,0.0
427,2017-10-20,3.68,3.69,3.69,3.66,3.7145778267307685,3.7406770477309017,-0.03,-0.03,0.0
428,2017-10-23,3.69,3.7,3.7,3.68,3.712335084156804,3.737663933084168,-0.03,-0.03,0.0
429,2017-10-24,3.7,3.7,3.72,3.69,3.710437378901911,3.734874012114971,-0.02,-0.03,0.019999999999999997
430,2017-10-25,3.7,3.78,3.79,3.7,3.7211393206093093,3.7382166778842323,-0.02,-0.02,0.0
431,2017-10-26,3.76,3.82,3.82,3.75,3.736348655900185,3.7442747017446596,-0.01,-0.02,0.02
432,2017-10-27,3.82,3.81,3.86,3.79,3.747679631915541,3.749143242356167,-0.0,-0.02,0.04
433,2017-10-30,3.81,3.73,3.82,3.7,3.7449596885439194,3.747725224403858,-0.0,-0.01,0.02
434,2017-10-31,3.73,3.76,3.77,3.72,3.7472735826140853,3.7486344670406093,-0.0,-0.01,0.02
435,2017-11-01,3.76,3.75,3.78,3.73,3.7476930314426875,3.748735617630194,-0.0,-0.01,0.02
436,2017-11-02,3.74,3.68,3.74,3.68,3.7372787189130436,3.743644090398328,-0.01,-0.01,0.0
437,2017-11-03,3.67,3.64,3.68,3.6,3.7223127621571908,3.7359667503688225,-0.01,-0.01,0.0
438,2017-11-06,3.63,3.67,3.67,3.57,3.7142646449022387,3.731080324415576,-0.02,-0.01,-0.02
439,2017-11-07,3.66,3.68,3.69,3.63,3.7089931610711253,3.727296596681089,-0.02,-0.01,-0.02
440,2017-11-08,3.69,3.7,3.73,3.67,3.7076095978294137,3.7252746265565637,-0.02,-0.01,-0.02
441,2017-11-09,3.71,3.74,3.76,3.69,3.712592736624888,3.7263653949597817,-0.01,-0.01,0.0
442,2017-11-10,3.74,3.81,3.83,3.72,3.7275784694518284,3.732560550888687,-0.0,-0.01,0.02
443,2017-11-13,3.81,3.8,3.84,3.78,3.7387202433823163,3.7375560656376727,0.0,-0.01,0.02
444,2017-11-14,3.79,3.8,3.83,3.78,3.7481478982465752,3.742181542257104,0.01,-0.01,0.04
445,2017-11-15,3.81,3.74,3.81,3.74,3.74689437543941,3.7420199465343558,0.0,-0.0,0.0
446,2017-11-16,3.74,3.83,3.84,3.74,3.7596798561410396,3.748536987531811,0.01,-0.0,0.02
447,2017-11-17,3.82,3.82,3.88,3.76,3.7689598782731872,3.753830544010936,0.02,0.0,0.04
448,2017-11-20,3.79,3.72,3.8,3.64,3.7614275893080817,3.7513245777879036,0.01,0.0,0.02
449,2017-11-21,3.72,3.86,3.87,3.7,3.776592575568377,3.759374609062874,0.02,0.01,0.02
450,2017-11-22,3.86,3.86,3.93,3.81,3.789424487019396,3.7668283417248833,0.02,0.01,0.02
451,2017-11-23,3.86,3.82,3.92,3.81,3.7941284120933347,3.770766983078596,0.02,0.01,0.02
452,2017-11-24,3.8,3.73,3.8,3.71,3.784262502540514,3.767747206554255,0.02,0.01,0.02
453,2017-11-27,3.71,3.64,3.72,3.64,3.762068271380435,3.7582844505131994,0.0,0.01,-0.02
454,2017-11-28,3.63,3.68,3.69,3.63,3.7494423834757526,3.7524856023270363,-0.0,0.01,-0.02
455,2017-11-29,3.67,3.77,3.78,3.66,3.752605093710252,3.7537829651176264,-0.0,0.01,-0.02
456,2017-11-30,3.76,3.75,3.81,3.74,3.7522043100625213,3.7535027454792833,-0.0,0.0,-0.0
457,2017-12-01,3.75,3.74,3.77,3.71,3.750326723899056,3.7525025421104474,-0.0,0.0,-0.0
458,2017-12-04,3.73,3.69,3.73,3.67,3.7410456894530477,3.74787272417634,-0.01,0.0,-0.02
459,2017-12-05,3.7,3.66,3.71,3.63,3.7285771218448867,3.7413636334966114,-0.01,-0.0,-0.02
460,2017-12-06,3.65,3.7,3.71,3.63,3.724180641561058,3.7382996606450107,-0.01,-0.0,-0.02
461,2017-12-07,3.7,3.68,3.71,3.67,3.7173836197824337,3.7339811672638987,-0.02,-0.01,-0.02
462,2017-12-08,3.69,3.68,3.7,3.65,3.7116322936620594,3.729982562281388,-0.02,-0.01,-0.02
463,2017-12-11,3.69,3.87,3.88,3.68,3.735996556175589,3.7403542243346184,-0.0,-0.01,0.02
464,2017-12-12,3.87,3.82,3.89,3.81,3.748920162917806,3.746253911420943,0.0,-0.01,0.02
465,2017-12-13,3.89,3.85,3.9,3.81,3.7644709070842977,3.7539388068712434,0.01,-0.0,0.02
466,2017-12-14,3.93,4.06,4.18,3.9,3.8099369213790206,3.7766100063622625,0.03,0.0,0.06
467,2017-12-15,4.02,4.03,4.04,3.96,3.8437927796284024,3.7953796355206135,0.05,0.01,0.08
468,2017-12-18,4.05,4.11,4.22,4.01,3.884747736608648,3.8186848477042714,0.07,0.02,0.1
469,2017-12-19,4.1,4.12,4.15,4.06,3.9209403925150097,3.8410044886150656,0.08,0.04,0.08
470,2017-12-20,4.14,4.08,4.17,4.04,3.9454111013588546,3.858707859828764,0.09,0.05,0.07999999999999999
471,2017-12-21,4.07,4.06,4.08,3.98,3.9630401626882614,3.8736183887303377,0.09,0.05,0.07999999999999999
472,2017-12-22,4.05,4.04,4.06,4.01,3.974880137659298,3.88594295252809,0.09,0.06,0.06
473,2017-12-25,4.07,4.09,4.19,4.07,3.9925908857117136,3.9010582893778616,0.09,0.07,0.03999999999999998
474,2017-12-26,4.12,4.5,4.5,4.09,4.07065382637145,3.9454243420165382,0.13,0.08,0.1
475,2017-12-27,4.5,4.54,4.64,4.46,4.142860930006611,3.9894669833486462,0.15,0.09,0.12
476,2017-12-28,4.55,4.61,4.78,4.41,4.214728479236363,4.035432391989487,0.18,0.11,0.13999999999999999
477,2017-12-29,4.58,4.63,4.69,4.5,4.278616405507691,4.079474437027303,0.2,0.13,0.14
478,2018-01-02,4.65,4.72,4.84,4.61,4.346521573891123,4.1269207750252805,0.22,0.15,0.14
479,2018-01-03,4.67,4.69,4.73,4.63,4.399364408677104,4.16863034724563,0.23,0.16,0.14
480,2018-01-04,4.68,4.69,4.75,4.58,4.444077576572934,4.207250321523731,0.24,0.18,0.12
481,2018-01-05,4.66,4.75,4.88,4.62,4.491142564792483,4.247454001410862,0.24,0.19,0.09999999999999998
482,2018-01-08,4.77,4.88,4.92,4.73,4.55096678559364,4.294309260565613,0.26,0.2,0.12
483,2018-01-09,4.85,4.76,4.86,4.7,4.583125741656157,4.328804870894086,0.25,0.21,0.08000000000000002
484,2018-01-10,4.73,4.75,4.82,4.7,4.6087987044782865,4.3600045100871165,0.25,0.22,0.06
